2017-08-16 09:18:53,560 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:48] [main] - Loading project configuration file 'Project.properties'
2017-08-17 09:30:37,369 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'Testautomation-guest@guest.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-17 09:30:37,439 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-17 09:30:42,839 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-17 09:30:43,541 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-17 09:30:48,522 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-17 09:30:48,675 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'Testautomation-client@cisco.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-17 09:30:48,736 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-17 09:31:07,401 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-17 09:31:13,291 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-17 09:31:13,437 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'qa.contractor1@pegasystems.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-17 09:31:13,516 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'Pegasys321+' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-17 09:31:23,277 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-17 09:31:24,435 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-17 14:51:04,733 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:48] [main] - Loading project configuration file 'Project.properties'
2017-08-17 14:51:10,010 INFO  c.p.u.u.TestDataProvider [createTestData:133] [TestNG-test=Sample Smoke Tests-1] - Loading test data for class 'com.pega.uiframework.uitest.TestGuest'
2017-08-17 14:51:10,020 INFO  c.p.u.u.ObjectRepository [initialize:54] [TestNG-test=Sample Smoke Tests-1] - Loading locator file: locators.properties
2017-08-17 14:51:10,540 INFO  c.p.u.l.ScreenshotListener [onTestFailure:79] [TestNG-test=Sample Smoke Tests-1] - copying failure screenshot file 'TestGuest_17_Aug_02_51_10.png' to '/Users/mekak2/Documents/workspace/DemoWed/target/TestGuest_17_Aug_02_51_10.png'
2017-08-17 14:51:14,292 INFO  c.p.u.l.ScreenshotListener [onTestFailure:79] [TestNG-test=Client Tests-1] - copying failure screenshot file 'TestClient_17_Aug_02_51_14.png' to '/Users/mekak2/Documents/workspace/DemoWed/target/TestClient_17_Aug_02_51_14.png'
2017-08-17 14:51:18,569 INFO  c.p.u.l.ScreenshotListener [onTestFailure:79] [TestNG-test=XLS Tests-1] - copying failure screenshot file 'TestXLS_17_Aug_02_51_18.png' to '/Users/mekak2/Documents/workspace/DemoWed/target/TestXLS_17_Aug_02_51_18.png'
2017-08-17 14:51:41,402 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:48] [main] - Loading project configuration file 'Project.properties'
2017-08-17 14:51:45,443 INFO  c.p.u.u.TestDataProvider [createTestData:133] [TestNG-test=Sample Smoke Tests-1] - Loading test data for class 'com.pega.uiframework.uitest.TestGuest'
2017-08-17 14:51:45,453 INFO  c.p.u.u.ObjectRepository [initialize:54] [TestNG-test=Sample Smoke Tests-1] - Loading locator file: locators.properties
2017-08-17 14:51:46,556 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-17 14:51:46,698 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'Testautomation-guest@guest.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-17 14:51:46,755 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-17 14:51:51,129 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-17 14:51:51,808 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-17 14:51:56,592 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-17 14:51:56,734 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'Testautomation-client@cisco.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-17 14:51:56,794 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-17 14:52:15,686 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-17 14:52:20,498 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-17 14:52:20,632 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'qa.contractor1@pegasystems.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-17 14:52:20,694 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'Pegasys321+' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-17 14:52:30,731 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-17 14:52:31,766 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-18 08:02:37,248 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:48] [main] - Loading project configuration file 'Project.properties'
2017-08-18 08:02:41,572 INFO  c.p.u.u.TestDataProvider [createTestData:133] [TestNG-test=Sample Smoke Tests-1] - Loading test data for class 'com.pega.uiframework.uitest.TestGuest'
2017-08-18 08:02:41,582 INFO  c.p.u.u.ObjectRepository [initialize:54] [TestNG-test=Sample Smoke Tests-1] - Loading locator file: locators.properties
2017-08-18 08:02:43,070 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 08:02:43,221 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'Testautomation-guest@guest.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 08:02:43,282 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 08:02:47,351 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 08:02:48,086 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-18 08:02:54,675 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 08:02:54,808 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'Testautomation-client@cisco.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 08:02:54,865 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 08:03:13,668 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 08:03:17,878 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 08:03:18,019 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'qa.contractor1@pegasystems.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 08:03:18,083 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'Pegasys321+' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 08:03:33,636 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 08:03:34,708 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-18 13:43:58,963 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:48] [main] - Loading project configuration file 'Project.properties'
2017-08-18 13:44:05,582 INFO  c.p.u.u.TestDataProvider [createTestData:133] [TestNG-test=Sample Smoke Tests-1] - Loading test data for class 'com.pega.uiframework.uitest.TestGuest'
2017-08-18 13:44:05,598 INFO  c.p.u.u.ObjectRepository [initialize:54] [TestNG-test=Sample Smoke Tests-1] - Loading locator file: locators.properties
2017-08-18 13:44:06,879 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 13:44:07,043 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'Testautomation-guest@guest.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 13:44:07,123 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 13:44:11,583 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 13:44:12,282 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-18 13:44:16,548 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 13:44:16,705 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'Testautomation-client@cisco.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 13:44:16,784 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 13:44:35,157 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 13:44:41,893 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 13:44:42,046 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'qa.contractor1@pegasystems.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 13:44:42,129 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'Pegasys321+' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 13:44:50,459 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 13:44:51,532 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-18 14:32:52,839 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:48] [Test worker] - Loading project configuration file 'Project.properties'
2017-08-18 14:32:57,773 INFO  c.p.u.u.TestDataProvider [createTestData:133] [TestNG-test=Sample Smoke Tests-1] - Loading test data for class 'com.pega.uiframework.uitest.TestGuest'
2017-08-18 14:32:57,783 INFO  c.p.u.u.ObjectRepository [initialize:54] [TestNG-test=Sample Smoke Tests-1] - Loading locator file: locators.properties
2017-08-18 14:32:58,926 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 14:32:59,086 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'Testautomation-guest@guest.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 14:32:59,163 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 14:33:03,110 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 14:33:03,840 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-18 14:33:11,712 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 14:33:11,899 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'Testautomation-client@cisco.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 14:33:11,987 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Client Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 14:33:30,754 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 14:33:39,298 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 14:33:39,455 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'qa.contractor1@pegasystems.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 14:33:39,539 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=XLS Tests-1] - Successfully typed text 'Pegasys321+' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 14:33:48,207 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 14:33:49,147 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=XLS Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-18 14:35:28,988 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:48] [main] - Loading project configuration file 'Project.properties'
2017-08-18 14:35:34,670 INFO  c.p.u.u.TestDataProvider [createTestData:133] [TestNG-test=Sample Smoke Tests-1] - Loading test data for class 'com.pega.uiframework.uitest.TestGuest'
2017-08-18 14:35:34,683 INFO  c.p.u.u.ObjectRepository [initialize:54] [TestNG-test=Sample Smoke Tests-1] - Loading locator file: locators.properties
2017-08-18 14:35:35,744 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
2017-08-18 14:35:36,010 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'Testautomation-guest@guest.com' on element 'Email' with locator value 'XPATH,//*[@id='edit-name']'
2017-08-18 14:35:36,102 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=Sample Smoke Tests-1] - Successfully typed text 'DietC0ke' on element 'Password' with locator value 'XPATH,//*[@id='edit-pass']'
2017-08-18 14:35:39,213 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'ClickonSubmit' with locator value 'XPATH,//*[@id='edit-submit']'
2017-08-18 14:35:39,967 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Sample Smoke Tests-1] - Successfully clicked on element 'Logout' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[3]/a'
2017-08-18 14:35:46,611 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=Client Tests-1] - Successfully clicked on element 'ClickonSignInLandingPage' with locator value 'XPATH,//*[@id='block-system-user-menu']/ul/li[1]/a'
